number_participant,name,club,target_Name,nik,gender,phone,address
653,Usman,Gading Archery. Klaten,AQ,32543865,Male,9876543697,Gading Archery. Klaten
654,Haryanta,"Pringgama,  Yogyakarta",AQ,32543866,Male,9876543698,"Pringgama,  Yogyakarta"
655,Sofyan Mustofa,"Yaaqowiyyu,  Klaten",AQ,32543867,Male,9876543699,"Yaaqowiyyu,  Klaten"
656,Nanang Susetyo Hanasworo,"Waladun Sholihun, Gunung Kidul",AQ,32543868,Male,9876543700,"Waladun Sholihun, Gunung Kidul"
657,Komar,"Cungkuk, Jogja ",AQ,32543869,Male,9876543701,"Cungkuk, Jogja "
658,Catur,"Senopati Archery , Sukoharjo",AR,32543870,Male,9876543702,"Senopati Archery , Sukoharjo"
659,Aris Sutarto,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AR,32543871,Male,9876543703,Kawedanan Kaprajuritan 3 Karaton Yogyakarta
660,Sutigno,Jmg Pacitan,AR,32543872,Male,9876543704,Jmg Pacitan
661,Kadi,"Jaluwasi,  Jogja",AR,32543873,Male,9876543705,"Jaluwasi,  Jogja"
662,Ahmad Colil,"Jkobar, Surakarta",AR,32543874,Male,9876543706,"Jkobar, Surakarta"
663,Rustamaji,Pashupatastra Magetan,AR,32543875,Male,9876543707,Pashupatastra Magetan
664,Ayah,Gading Archery. Klaten,AR,32543876,Male,9876543708,Gading Archery. Klaten
665,Danang,"Jamasi, Bantul",AR,32543877,Male,9876543709,"Jamasi, Bantul"
666,Yosi Bayumurti,"Pringgama,  Yogyakarta",AR,32543878,Male,9876543710,"Pringgama,  Yogyakarta"
667,Herbudi Desaryanto,Perpatri Nusantara Jaya - Jogja,AR,32543879,Male,9876543711,Perpatri Nusantara Jaya - Jogja
668,Riyadi,"Yaaqowiyyu,  Klaten",AR,32543880,Male,9876543712,"Yaaqowiyyu,  Klaten"
669,Eko Jiwo,"Cungkuk, Jogja ",AR,32543881,Male,9876543713,"Cungkuk, Jogja "
670,Herimawan Septiyanto,Satria Djowitan Yogyakarta,AR,32543882,Male,9876543714,Satria Djowitan Yogyakarta
671,Ardiyan Adhi Prabowo,"Jtmg, Temanggung",AR,32543883,Male,9876543715,"Jtmg, Temanggung"
672,Hendro Budiarto,"Estoe Midjil, Jogja ",AR,32543884,Male,9876543716,"Estoe Midjil, Jogja "
673,Holeh,Gading Archery. Klaten,AS,32543885,Male,9876543717,Gading Archery. Klaten
674,Bagus Ananda,"Marto, Jogja",AS,32543886,Male,9876543718,"Marto, Jogja"
675,Seno,"Jaluwasi,  Jogja",AS,32543887,Male,9876543719,"Jaluwasi,  Jogja"
676,Sarwono,"Senopati Archery , Sukoharjo",AS,32543888,Male,9876543720,"Senopati Archery , Sukoharjo"
677,Arief,"Al Jawi, Wonogiri",AS,32543889,Male,9876543721,"Al Jawi, Wonogiri"
678,Samsul Arifin,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AS,32543890,Male,9876543722,Kawedanan Kaprajuritan 3 Karaton Yogyakarta
679,Slamet Widodo,"Senopati Archery , Sukoharjo",AS,32543891,Male,9876543723,"Senopati Archery , Sukoharjo"
680,Chandra Bagus,Jmg Pacitan,AS,32543892,Male,9876543724,Jmg Pacitan
681,Muslih,Pakasto Klaten,AS,32543893,Male,9876543725,Pakasto Klaten
682,Suparno,"Pagerwojo, Jogja ",AS,32543894,Male,9876543726,"Pagerwojo, Jogja "
683,Tedy,Pashupatastra Magetan,AS,32543895,Male,9876543727,Pashupatastra Magetan
684,Slamet Widodo,"Yaaqowiyyu,  Klaten",AS,32543896,Male,9876543728,"Yaaqowiyyu,  Klaten"
685,Wuryadi,"Cungkuk, Jogja ",AS,32543897,Male,9876543729,"Cungkuk, Jogja "
686,Kristadi,Satria Djowitan Yogyakarta,AS,32543898,Male,9876543730,Satria Djowitan Yogyakarta
687,Imam Marjuki,"Joyo Pangrawit , Wonogiri",AS,32543899,Male,9876543731,"Joyo Pangrawit , Wonogiri"
688,Wito,Pashupatastra Magetan,AT,32543900,Male,9876543732,Pashupatastra Magetan
689,Bang Kembang,"Senopati Archery , Sukoharjo",AT,32543901,Male,9876543733,"Senopati Archery , Sukoharjo"
690,Syiwandana Basukiyana,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AT,32543902,Male,9876543734,Kawedanan Kaprajuritan 3 Karaton Yogyakarta
691,Hendik,Jmg Pacitan,AT,32543903,Male,9876543735,Jmg Pacitan
692,Banteng Purwanto,"Pametri Projo, Gunungkidul",AT,32543904,Male,9876543736,"Pametri Projo, Gunungkidul"
693,Dibya,Pakasto Klaten,AT,32543905,Male,9876543737,Pakasto Klaten
694,Aditya,"Cungkuk, Jogja ",AT,32543906,Male,9876543738,"Cungkuk, Jogja "
695,Suhartoyo,"Batara Archery, Jogja",AT,32543907,Male,9876543739,"Batara Archery, Jogja"
696,Gunadhi,"Joyo Pangrawit , Wonogiri",AT,32543908,Male,9876543740,"Joyo Pangrawit , Wonogiri"
697,Tri Yes,"Loh Jinawi, Jogja ",AT,32543909,Male,9876543741,"Loh Jinawi, Jogja "
698,Iwan,"Sambernyowo, Wonogiri ",AT,32543910,Male,9876543742,"Sambernyowo, Wonogiri "
699,Dika Anggit Pratama,"Sipas Sriwedari, Solo",AT,32543911,Male,9876543743,"Sipas Sriwedari, Solo"
700,Khoiron Hadi,"Pasopati,  Pasuruan",AT,32543912,Male,9876543744,"Pasopati,  Pasuruan"
701,Topa,"Trajumas , Kulonprogo",AT,32543913,Male,9876543745,"Trajumas , Kulonprogo"
702,Ridwan,Gading Archery. Klaten,AT,32543914,Male,9876543746,Gading Archery. Klaten
703,Fargun,Gading Archery. Klaten,AU,32543915,Male,9876543747,Gading Archery. Klaten
704,Bambang,"Sambernyowo, Wonogiri ",AU,32543916,Male,9876543748,"Sambernyowo, Wonogiri "
705,Nurul Slamet Awaludin,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AU,32543917,Male,9876543749,Kawedanan Kaprajuritan 3 Karaton Yogyakarta
706,Anis,Jmg Pacitan,AU,32543918,Male,9876543750,Jmg Pacitan
707,Sabian Reza,"Senopati Archery , Sukoharjo",AU,32543919,Male,9876543751,"Senopati Archery , Sukoharjo"
708,Yitno,Pashupatastra Magetan,AU,32543920,Male,9876543752,Pashupatastra Magetan
709,Haris Demang,"Cungkuk, Jogja ",AU,32543921,Male,9876543753,"Cungkuk, Jogja "
710,Jono,Satria Djowitan Yogyakarta,AU,32543922,Male,9876543754,Satria Djowitan Yogyakarta
711,Purwadi,Pakasto Klaten,AU,32543923,Male,9876543755,Pakasto Klaten
712,David Andi,"Joyo Pangrawit , Wonogiri",AU,32543924,Male,9876543756,"Joyo Pangrawit , Wonogiri"
713,Lazuardi Bakhitsbari,"Loh Jinawi, Jogja ",AU,32543925,Male,9876543757,"Loh Jinawi, Jogja "
714,Budi,"Sambernyowo, Wonogiri ",AU,32543926,Male,9876543758,"Sambernyowo, Wonogiri "
715,Andr,"Kali Yuga, Diy",AU,32543927,Male,9876543759,"Kali Yuga, Diy"
716,Chitmatul Huda,"Patria, Blitar",AU,32543928,Male,9876543760,"Patria, Blitar"
717,Faizal Makhrus,"Pringgama,  Yogyakarta",AU,32543929,Male,9876543761,"Pringgama,  Yogyakarta"
718,Nando,"Pringgama,  Yogyakarta",AV,32543930,Male,9876543762,"Pringgama,  Yogyakarta"
719,Wahyu Nugroho,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AV,32543931,Male,9876543763,Kawedanan Kaprajuritan 3 Karaton Yogyakarta
720,Reang Sugiono,Jmg Pacitan,AV,32543932,Male,9876543764,Jmg Pacitan
721,Warni,Pashupatastra Magetan,AV,32543933,Male,9876543765,Pashupatastra Magetan
722,Otonk,Gading Archery. Klaten,AV,32543934,Male,9876543766,Gading Archery. Klaten
723,Iqbal Saqu,"Cungkuk, Jogja ",AV,32543935,Male,9876543767,"Cungkuk, Jogja "
724,Guntur,Pakasto Klaten,AV,32543936,Male,9876543768,Pakasto Klaten
725,Wardiyoko,"Joyo Pangrawit , Wonogiri",AV,32543937,Male,9876543769,"Joyo Pangrawit , Wonogiri"
726,Sunartana,"Loh Jinawi, Jogja ",AV,32543938,Male,9876543770,"Loh Jinawi, Jogja "
727,Doso,"Sambernyowo, Wonogiri ",AV,32543939,Male,9876543771,"Sambernyowo, Wonogiri "
728,Riyadi Sujianto,"Sipas Sriwedari, Solo",AV,32543940,Male,9876543772,"Sipas Sriwedari, Solo"
729,Kistadi,"Trajumas , Kulonprogo",AV,32543941,Male,9876543773,"Trajumas , Kulonprogo"
730,Muhardi Aldi,"Waladun Sholihun, Gunung Kidul",AV,32543942,Male,9876543774,"Waladun Sholihun, Gunung Kidul"
731,Paryanto,"Yaaqowiyyu,  Klaten",AV,32543943,Male,9876543775,"Yaaqowiyyu,  Klaten"
732,Supandi,"Surogeni, Jogja",AV,32543944,Male,9876543776,"Surogeni, Jogja"
733,Fx Edy Prajoko,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AW,32543945,Male,9876543777,Kawedanan Kaprajuritan 3 Karaton Yogyakarta
734,Samsu R,Pashupatastra Magetan,AW,32543946,Male,9876543778,Pashupatastra Magetan
735,Cripink Widianto,Gading Archery. Klaten,AW,32543947,Male,9876543779,Gading Archery. Klaten
736,Tonang Juniarta,Jemparingan Lareangon  Klaten ,AW,32543948,Male,9876543780,Jemparingan Lareangon  Klaten 
737,Joko Tingkir,"Cungkuk, Jogja ",AW,32543949,Male,9876543781,"Cungkuk, Jogja "
738,Firman Hamidi,"Loh Jinawi, Jogja ",AW,32543950,Male,9876543782,"Loh Jinawi, Jogja "
739,Abdurrahman,"Sambernyowo, Wonogiri ",AW,32543951,Male,9876543783,"Sambernyowo, Wonogiri "
740,S Hanindyo Putra,"Sipas Sriwedari, Solo",AW,32543952,Male,9876543784,"Sipas Sriwedari, Solo"
741,Kang Yono,"Trajumas , Kulonprogo",AW,32543953,Male,9876543785,"Trajumas , Kulonprogo"
742,Hermawan,Satria Djowitan Yogyakarta,AW,32543954,Male,9876543786,Satria Djowitan Yogyakarta
743,Arya Putra,"Jemparingan Prambanan,  Jogja",AW,32543955,Male,9876543787,"Jemparingan Prambanan,  Jogja"
744,Hermawan Winarto,"Jtmg, Temanggung",AW,32543956,Male,9876543788,"Jtmg, Temanggung"
745,Hidayat,Perpani Jogja,AW,32543957,Male,9876543789,Perpani Jogja
746,Muhammad Nafi,"Estoe Midjil, Jogja ",AW,32543958,Male,9876543790,"Estoe Midjil, Jogja "
747,Herlan,Pakasto Klaten,AW,32543959,Male,9876543791,Pakasto Klaten
748,Jaler,Pakasto Klaten,AX,32543960,Male,9876543792,Pakasto Klaten
749,Teguh,Pashupatastra Magetan,AX,32543961,Male,9876543793,Pashupatastra Magetan
750,Antok,Gading Archery. Klaten,AX,32543962,Male,9876543794,Gading Archery. Klaten
751,Tri Yunianto,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AX,32543963,Male,9876543795,Kawedanan Kaprajuritan 3 Karaton Yogyakarta
752,Nurdiyanto,Pajero Klaten,AX,32543964,Male,9876543796,Pajero Klaten
753,Ridho,"Sambernyowo, Wonogiri ",AX,32543965,Male,9876543797,"Sambernyowo, Wonogiri "
754,Widi Hartono,"Pagerwojo, Jogja ",AX,32543966,Male,9876543798,"Pagerwojo, Jogja "
755,Abdul Rozaq,"Sipas Sriwedari, Solo",AX,32543967,Male,9876543799,"Sipas Sriwedari, Solo"
756,Damar,"Trajumas , Kulonprogo",AX,32543968,Male,9876543800,"Trajumas , Kulonprogo"
757,Joko Lelono,Perpani Jogja,AX,32543969,Male,9876543801,Perpani Jogja
758,Peristio Budi Tjahjono,Perpatri Nusantara Jaya Kab. Kediri,AX,32543970,Male,9876543802,Perpatri Nusantara Jaya Kab. Kediri
759,Arbani,"Joyo Pangrawit , Wonogiri",AX,32543971,Male,9876543803,"Joyo Pangrawit , Wonogiri"
760,Lanjar Fitriadi,Jemparingan Lareangon  Klaten ,AX,32543972,Male,9876543804,Jemparingan Lareangon  Klaten 
761,Gandewa Barack Ramadhana,"Jemparingan Prambanan,  Jogja",AX,32543973,Male,9876543805,"Jemparingan Prambanan,  Jogja"
762,Taufik Hidayat,"Loh Jinawi, Jogja ",AX,32543974,Male,9876543806,"Loh Jinawi, Jogja "
763,Fathuz,"Loh Jinawi, Jogja ",AY,32543975,Male,9876543807,"Loh Jinawi, Jogja "
764,Aryanto,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,AY,32543976,Male,9876543808,Kawedanan Kaprajuritan 2 Karaton Yogyakarta
765,Sugeng,Pashupatastra Magetan,AY,32543977,Male,9876543809,Pashupatastra Magetan
766,Wiyono Agung,Gading Archery. Klaten,AY,32543978,Male,9876543810,Gading Archery. Klaten
767,Erwin,"Jatra, Jogja",AY,32543979,Male,9876543811,"Jatra, Jogja"
768,Yosi Bayun Mutaqin,"Surya Putra Jemparing, Jogja ",AY,32543980,Male,9876543812,"Surya Putra Jemparing, Jogja "
769,Dwi Cahyo Saputro,"Sipas Sriwedari, Solo",AY,32543981,Male,9876543813,"Sipas Sriwedari, Solo"
770,Qiyas,"Trajumas , Kulonprogo",AY,32543982,Male,9876543814,"Trajumas , Kulonprogo"
771,Riyanto,Jemparingan Lareangon  Klaten ,AY,32543983,Male,9876543815,Jemparingan Lareangon  Klaten 
772,Muhammad Naafi Ramdhani,"Jemparingan Prambanan,  Jogja",AY,32543984,Male,9876543816,"Jemparingan Prambanan,  Jogja"
773,Sabam Parsaroan Hutagalung,Perpani Jogja,AY,32543985,Male,9876543817,Perpani Jogja
774,Fardan,"Sambernyowo, Wonogiri ",AY,32543986,Male,9876543818,"Sambernyowo, Wonogiri "
775,Hendra S Leksana,Perpatri Sidoarjo,AY,32543987,Male,9876543819,Perpatri Sidoarjo
776,Kang Bayu,Tangger Jemparingan,AY,32543988,Male,9876543820,Tangger Jemparingan
777,Sugiyarto,Wonopati,AY,32543989,Male,9876543821,Wonopati
778,Kunto,"Sambernyowo, Wonogiri ",AZ,32543990,Male,9876543822,"Sambernyowo, Wonogiri "
779,Karyana,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,AZ,32543991,Male,9876543823,Kawedanan Kaprajuritan 2 Karaton Yogyakarta
780,Ribut,Pashupatastra Magetan,AZ,32543992,Male,9876543824,Pashupatastra Magetan
781,Titri,Gading Archery. Klaten,AZ,32543993,Male,9876543825,Gading Archery. Klaten
782,Pardiman,Jemparingan Lareangon  Klaten ,AZ,32543994,Male,9876543826,Jemparingan Lareangon  Klaten 
783,W K Wibowo,"Sipas Sriwedari, Solo",AZ,32543995,Male,9876543827,"Sipas Sriwedari, Solo"
784,Sugeng Ashari K,"Wedhi Ayu, Banyumas",AZ,32543996,Male,9876543828,"Wedhi Ayu, Banyumas"
785,Agung Istu,"Jemparingan Prambanan,  Jogja",AZ,32543997,Male,9876543829,"Jemparingan Prambanan,  Jogja"
786,Nedi Parmanto,Perpani Jogja,AZ,32543998,Male,9876543830,Perpani Jogja
787,Muljono,Pesantenan Pati,AZ,32543999,Male,9876543831,Pesantenan Pati
788,M Rusli,Perpatri Sidoarjo,AZ,32544000,Male,9876543832,Perpatri Sidoarjo
789,Ahmad Yanuanto,"Pasopati,  Pasuruan",AZ,32544001,Male,9876543833,"Pasopati,  Pasuruan"
790,Arif Suntoro,Tangger Jemparingan,AZ,32544002,Male,9876543834,Tangger Jemparingan
791,A'An Widyantoko,Wonopati,AZ,32544003,Male,9876543835,Wonopati
792,Wasir Widodo,"Trajumas , Kulonprogo",AZ,32544004,Male,9876543836,"Trajumas , Kulonprogo"
793,Sarwiji,"Trajumas , Kulonprogo",BA,32544005,Male,9876543837,"Trajumas , Kulonprogo"
794,Supriyadi,"Wedhi Ayu, Banyumas",BA,32544006,Male,9876543838,"Wedhi Ayu, Banyumas"
795,Parjiman,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,BA,32544007,Male,9876543839,Kawedanan Kaprajuritan 2 Karaton Yogyakarta
796,Pendik,Pashupatastra Magetan,BA,32544008,Male,9876543840,Pashupatastra Magetan
797,Winarno,Gading Archery. Klaten,BA,32544009,Male,9876543841,Gading Archery. Klaten
798,Ananda Dyaksanala Rasendriya,"Jemparingan Prambanan,  Jogja",BA,32544010,Male,9876543842,"Jemparingan Prambanan,  Jogja"
799,Machrudi,Perpani Jogja,BA,32544011,Male,9876543843,Perpani Jogja
800,Sukirman,Perpatri Sidoarjo,BA,32544012,Male,9876543844,Perpatri Sidoarjo
801,Sukarno,Jemparingan Lareangon  Klaten ,BA,32544013,Male,9876543845,Jemparingan Lareangon  Klaten 
802,Mulia Wirawan,Tangger Jemparingan,BA,32544014,Male,9876543846,Tangger Jemparingan
803,Waspodo,Wonopati,BA,32544015,Male,9876543847,Wonopati
804,Budiarto,"Sambisena, Yogyakarta",BA,32544016,Male,9876543848,"Sambisena, Yogyakarta"
805,Andri,"Kridho Senopati,  Klaten",BA,32544017,Male,9876543849,"Kridho Senopati,  Klaten"
806,Sarijan,"Tirto Kembaran, Jogja",BA,32544018,Male,9876543850,"Tirto Kembaran, Jogja"
807,Fariz Raihan,"Dwijodiningrat, Bantul",BA,32544019,Male,9876543851,"Dwijodiningrat, Bantul"
808,Yusuf Dzaky Setiawan,Jemparingan Lareangon  Klaten ,BB,32544020,Male,9876543852,Jemparingan Lareangon  Klaten 
809,Ananda Javas Aryasatya,"Jemparingan Prambanan,  Jogja",BB,32544021,Male,9876543853,"Jemparingan Prambanan,  Jogja"
810,Daniel Sagala,Paseduluran Gondewa Salakanagara,BB,32544022,Male,9876543854,Paseduluran Gondewa Salakanagara
811,Heri Sulistyawan,Perpani Jogja,BB,32544023,Male,9876543855,Perpani Jogja
812,Moh Nadhif Khusaini,Perpatri Sidoarjo,BB,32544024,Male,9876543856,Perpatri Sidoarjo
813,Didin Kamsudin,Jemparingan Cirebon,BB,32544025,Male,9876543857,Jemparingan Cirebon
814,Saryono,Royal Brongto Yogyakarta,BB,32544026,Male,9876543858,Royal Brongto Yogyakarta
815,Rubiyo,"Rospring, Sukoharjo",BB,32544027,Male,9876543859,"Rospring, Sukoharjo"
816,Sahid Nugroho,"Dwijodiningrat, Bantul",BB,32544028,Male,9876543860,"Dwijodiningrat, Bantul"
817,Wiyono As,"Pametri Projo, Gunungkidul",BB,32544029,Male,9876543861,"Pametri Projo, Gunungkidul"
818,Nurul Mashudin,Bca Surabaya,BB,32544030,Male,9876543862,Bca Surabaya
819,Purnawan Widodo,"Alap - Alap Slarong , Yogyakata",BB,32544031,Male,9876543863,"Alap - Alap Slarong , Yogyakata"
820,Dimas Hargojati,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,BB,32544032,Male,9876543864,Kawedanan Kaprajuritan 2 Karaton Yogyakarta
821,Kuntjoro,"Sipas Sriwedari, Solo",BB,32544033,Male,9876543865,"Sipas Sriwedari, Solo"
822,Hery,Gading Archery. Klaten,BB,32544034,Male,9876543866,Gading Archery. Klaten
823,Rasyidin,Perpatri Sidoarjo,BC,32544035,Male,9876543867,Perpatri Sidoarjo
824,Wahyu Ari,Bodronoyo Jogja,BC,32544036,Male,9876543868,Bodronoyo Jogja
825,Fajar Alimana,Jemparingan Cirebon,BC,32544037,Male,9876543869,Jemparingan Cirebon
826,Yohanes,Pajero Klaten,BC,32544038,Male,9876543870,Pajero Klaten
827,Darmanto,"Mangesti, Sleman",BC,32544039,Male,9876543871,"Mangesti, Sleman"
828,Asnawi,"Surya Bhirawa, Klaten",BC,32544040,Male,9876543872,"Surya Bhirawa, Klaten"
829,Leo Wisnu,Royal Brongto Yogyakarta,BC,32544041,Male,9876543873,Royal Brongto Yogyakarta
830,Bayu Bk,"Gajah Kemuning, Bantul",BC,32544042,Male,9876543874,"Gajah Kemuning, Bantul"
831,Mahfut,"Rospring, Sukoharjo",BC,32544043,Male,9876543875,"Rospring, Sukoharjo"
832,Habibie,"Giri Mandala ,  Wonogiri",BC,32544044,Male,9876543876,"Giri Mandala ,  Wonogiri"
833,Kikis Rizkian S,"L P G, Surabaya",BC,32544045,Male,9876543877,"L P G, Surabaya"
834,Muhammad Al Murajab,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,BC,32544046,Male,9876543878,Kawedanan Kaprajuritan 1 Karaton Yogyakarta
835,Ilyam,"Gajah Kemuning, Bantul",BC,32544047,Male,9876543879,"Gajah Kemuning, Bantul"
836,Bima Dewanta Fadhlurrahman,Tangger Jemparingan,BC,32544048,Male,9876543880,Tangger Jemparingan
837,Bony Andrian,Ulin Sijimat Perpatri Kota Bandung,BC,32544049,Male,9876543881,Ulin Sijimat Perpatri Kota Bandung
838,Djati Saptowibowo W,"Wiratama
",BD,32544050,Male,9876543882,"Wiratama
"
839,Edy Cahyono,Wonopati,BD,32544051,Male,9876543883,Wonopati
840,Asep Nungro S,Manunggal Jati Yogyakarta,BD,32544052,Male,9876543884,Manunggal Jati Yogyakarta
841,W Kurnia Antoni," Walet Basura, Jawa Barat",BD,32544053,Male,9876543885," Walet Basura, Jawa Barat"
842,Fuat Nurrohman,"Wedhi Ayu, Banyumas",BD,32544054,Male,9876543886,"Wedhi Ayu, Banyumas"
843,Suparjo,"Sambisena, Yogyakarta",BD,32544055,Male,9876543887,"Sambisena, Yogyakarta"
844,Rendi Dimas S,Jemparingan Lareangon  Klaten ,BD,32544056,Male,9876543888,Jemparingan Lareangon  Klaten 
845,Satria Arif Jatmiko,"Sipas Sriwedari, Solo",BD,32544057,Male,9876543889,"Sipas Sriwedari, Solo"
846,Suwaryono,"Wedhi Ayu, Banyumas",BD,32544058,Male,9876543890,"Wedhi Ayu, Banyumas"
847,Heri Kusdarmaji,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,BD,32544059,Male,9876543891,Kawedanan Kaprajuritan 1 Karaton Yogyakarta
848,Anas,Gading Archery. Klaten,BD,32544060,Male,9876543892,Gading Archery. Klaten
849,Rozi Ismail,Saranghaeyo Archery Yogyakarta,BD,32544061,Male,9876543893,Saranghaeyo Archery Yogyakarta
850,Arif,Pajero Klaten,BD,32544062,Male,9876543894,Pajero Klaten
851,Sukatno,"Surya Bhirawa, Klaten",BD,32544063,Male,9876543895,"Surya Bhirawa, Klaten"
852,Aris Ariadi,"Mangesti, Sleman",BD,32544064,Male,9876543896,"Mangesti, Sleman"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
