number_participant,name,club,target_Name,nik,gender,phone,address,,
651,Kurniawan Wahyu Pamungkas,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AP,32543863,Male,81255026016,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,,
652,Tony,Jmg Pacitan,AP,32543864,Male,81255026017,Jmg Pacitan,,
653,Muh Nazir Indra,"Jkobar, Surakarta",AP,32543865,Male,81255026018,"Jkobar, Surakarta",,
654,Sringatipan,"Krido Purihutomo, Klaten",AP,32543866,Male,81255026019,"Krido Purihutomo, Klaten",,
655,Margi,"Manunggal Roso, Klaten",AP,32543867,Male,81255026020,"Manunggal Roso, Klaten",,
656,Sri Suharjo,"Senopati Archery , Sukoharjo",AP,32543868,Male,81255026021,"Senopati Archery , Sukoharjo",,
657,Budi Laksono,Perpatri Nusantara Jaya - Jogja,AP,32543869,Male,81255026022,Perpatri Nusantara Jaya - Jogja,,
658,Anang Sumarno,Pashupatastra Magetan,AP,32543870,Male,81255026023,Pashupatastra Magetan,,
659,Yusuf,Gading Archery. Klaten,AP,32543871,Male,81255026024,Gading Archery. Klaten,,
660,Prapanca,"Kali Yuga, Diy",AP,32543872,Male,81255026025,"Kali Yuga, Diy",,
661,I Gede Mujiyatna,"Pringgama,  Yogyakarta",AP,32543873,Male,81255026026,"Pringgama,  Yogyakarta",,
662,Sutikno,"Kanjeng Ngeksigondo, Jogja",AP,32543874,Male,81255026027,"Kanjeng Ngeksigondo, Jogja",,
663,Sujito,"Yaaqowiyyu,  Klaten",AP,32543875,Male,81255026028,"Yaaqowiyyu,  Klaten",,
664,Edy Pramono,"Senopati Archery , Sukoharjo",AQ,32543876,Male,81255026029,"Senopati Archery , Sukoharjo",,
665,Edi,"Kanjeng Ngeksigondo, Jogja",AQ,32543877,Male,81255026030,"Kanjeng Ngeksigondo, Jogja",,
666,Soeprijatno,"Sambisena, Yogyakarta",AQ,32543878,Male,81255026031,"Sambisena, Yogyakarta",,
667,Dwi Jalak,"Kalimosodo, Klaten",AQ,32543879,Male,81255026032,"Kalimosodo, Klaten",,
668,Prasetya Budi Santoso,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,AQ,32543880,Male,81255026033,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,,
669,Tulus Hidayat,Jmg Pacitan,AQ,32543881,Male,81255026034,Jmg Pacitan,,
670,Angga,"Jaluwasi,  Jogja",AQ,32543882,Male,81255026035,"Jaluwasi,  Jogja",,
671,Abdullah,"Jkobar, Surakarta",AQ,32543883,Male,81255026036,"Jkobar, Surakarta",,
672,Ilvan Rio Aryandi,"Adiwinoto,  Yogyakarta",AQ,32543884,Male,81255026037,"Adiwinoto,  Yogyakarta",,
673,Radith,Langenastro,AQ,32543885,Male,81255026038,Langenastro,,
674,Zhajit,Pashupatastra Magetan,AQ,32543886,Male,81255026039,Pashupatastra Magetan,,
675,Usman,Gading Archery. Klaten,AQ,32543887,Male,81255026040,Gading Archery. Klaten,,
676,Haryanta,"Pringgama,  Yogyakarta",AQ,32543888,Male,81255026041,"Pringgama,  Yogyakarta",,
677,Sofyan Mustofa,"Yaaqowiyyu,  Klaten",AQ,32543889,Male,81255026042,"Yaaqowiyyu,  Klaten",,
678,Nanang Susetyo Hanasworo,"Waladun Sholihun, Gunung Kidul",AQ,32543890,Male,81255026043,"Waladun Sholihun, Gunung Kidul",,
679,Komar,"Cungkuk, Jogja ",AQ,32543891,Male,81255026044,"Cungkuk, Jogja ",,
680,Catur,"Senopati Archery , Sukoharjo",AR,32543892,Male,81255026045,"Senopati Archery , Sukoharjo",,
681,Aris Sutarto,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AR,32543893,Male,81255026046,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,,
682,Afghoni,Langenastro,AR,32543894,Male,81255026047,Langenastro,,
683,Sutigno,Jmg Pacitan,AR,32543895,Male,81255026048,Jmg Pacitan,,
684,Kadi,"Jaluwasi,  Jogja",AR,32543896,Male,81255026049,"Jaluwasi,  Jogja",,
685,Ahmad Colil,"Jkobar, Surakarta",AR,32543897,Male,81255026050,"Jkobar, Surakarta",,
686,Rustamaji,Pashupatastra Magetan,AR,32543898,Male,81255026051,Pashupatastra Magetan,,
687,Ayah,Gading Archery. Klaten,AR,32543899,Male,81255026052,Gading Archery. Klaten,,
688,Danang,"Jamasi, Bantul",AR,32543900,Male,81255026053,"Jamasi, Bantul",,
689,Yosi Bayumurti,"Pringgama,  Yogyakarta",AR,32543901,Male,81255026054,"Pringgama,  Yogyakarta",,
690,Herbudi Desaryanto,Perpatri Nusantara Jaya - Jogja,AR,32543902,Male,81255026055,Perpatri Nusantara Jaya - Jogja,,
691,Riyadi,"Yaaqowiyyu,  Klaten",AR,32543903,Male,81255026056,"Yaaqowiyyu,  Klaten",,
692,Eko Jiwo,"Cungkuk, Jogja ",AR,32543904,Male,81255026057,"Cungkuk, Jogja ",,
693,Herimawan Septiyanto,Satria Djowitan Yogyakarta,AR,32543905,Male,81255026058,Satria Djowitan Yogyakarta,,
694,Ardiyan Adhi Prabowo,"Jtmg, Temanggung",AR,32543906,Male,81255026059,"Jtmg, Temanggung",,
695,Hendro Budiarto,"Estoe Midjil, Jogja ",AR,32543907,Male,81255026060,"Estoe Midjil, Jogja ",,
696,Holeh,Gading Archery. Klaten,AS,32543908,Male,81255026061,Gading Archery. Klaten,,
697,Bagus Ananda,"Marto, Jogja",AS,32543909,Male,81255026062,"Marto, Jogja",,
698,Bangun,Langenastro,AS,32543910,Male,81255026063,Langenastro,,
699,Seno,"Jaluwasi,  Jogja",AS,32543911,Male,81255026064,"Jaluwasi,  Jogja",,
700,Sarwono,"Senopati Archery , Sukoharjo",AS,32543912,Male,81255026065,"Senopati Archery , Sukoharjo",,
701,Arief,"Al Jawi, Wonogiri",AS,32543913,Male,81255026066,"Al Jawi, Wonogiri",,
702,Samsul Arifin,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AS,32543914,Male,81255026067,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,,
703,Slamet Widodo,"Senopati Archery , Sukoharjo",AS,32543915,Male,81255026068,"Senopati Archery , Sukoharjo",,
704,Chandra Bagus,Jmg Pacitan,AS,32543916,Male,81255026069,Jmg Pacitan,,
705,Muslih,Pakasto Klaten,AS,32543917,Male,81255026070,Pakasto Klaten,,
706,Suparno,"Pagerwojo, Jogja ",AS,32543918,Male,81255026071,"Pagerwojo, Jogja ",,
707,Tedy,Pashupatastra Magetan,AS,32543919,Male,81255026072,Pashupatastra Magetan,,
708,Slamet Widodo,"Yaaqowiyyu,  Klaten",AS,32543920,Male,81255026073,"Yaaqowiyyu,  Klaten",,
709,Wuryadi,"Cungkuk, Jogja ",AS,32543921,Male,81255026074,"Cungkuk, Jogja ",,
710,Kristadi,Satria Djowitan Yogyakarta,AS,32543922,Male,81255026075,Satria Djowitan Yogyakarta,,
711,Imam Marjuki,"Joyo Pangrawit , Wonogiri",AS,32543923,Male,81255026076,"Joyo Pangrawit , Wonogiri",,
712,Wito,Pashupatastra Magetan,AT,32543924,Male,81255026077,Pashupatastra Magetan,,
713,Habibi Naufal Afkar N,Kober Archery Society,AT,32543925,Male,81255026078,Kober Archery Society,,
714,Bang Kembang,"Senopati Archery , Sukoharjo",AT,32543926,Male,81255026079,"Senopati Archery , Sukoharjo",,
715,Syiwandana Basukiyana,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AT,32543927,Male,81255026080,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,,
716,Hendik,Jmg Pacitan,AT,32543928,Male,81255026081,Jmg Pacitan,,
717,Banteng Purwanto,"Pametri Projo, Gunungkidul",AT,32543929,Male,81255026082,"Pametri Projo, Gunungkidul",,
718,Dibya,Pakasto Klaten,AT,32543930,Male,81255026083,Pakasto Klaten,,
719,Aditya,"Cungkuk, Jogja ",AT,32543931,Male,81255026084,"Cungkuk, Jogja ",,
720,Suhartoyo,"Batara Archery, Jogja",AT,32543932,Male,81255026085,"Batara Archery, Jogja",,
721,Gunadhi,"Joyo Pangrawit , Wonogiri",AT,32543933,Male,81255026086,"Joyo Pangrawit , Wonogiri",,
722,Tri Yes,"Loh Jinawi, Jogja ",AT,32543934,Male,81255026087,"Loh Jinawi, Jogja ",,
723,Iwan,"Sambernyowo, Wonogiri ",AT,32543935,Male,81255026088,"Sambernyowo, Wonogiri ",,
724,Dika Anggit Pratama,"Sipas Sriwedari, Solo",AT,32543936,Male,81255026089,"Sipas Sriwedari, Solo",,
725,Khoiron Hadi,"Pasopati,  Pasuruan",AT,32543937,Male,81255026090,"Pasopati,  Pasuruan",,
726,Topa,"Trajumas , Kulonprogo",AT,32543938,Male,81255026091,"Trajumas , Kulonprogo",,
727,Ridwan,Gading Archery. Klaten,AT,32543939,Male,81255026092,Gading Archery. Klaten,,
728,Fargun,Gading Archery. Klaten,AU,32543940,Male,81255026093,Gading Archery. Klaten,,
729,Bambang,"Sambernyowo, Wonogiri ",AU,32543941,Male,81255026094,"Sambernyowo, Wonogiri ",,
730,Waidi,"Cundomanik,Klaten",AU,32543942,Male,81255026095,"Cundomanik,Klaten",,
731,Nurul Slamet Awaludin,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AU,32543943,Male,81255026096,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,,
732,Anis,Jmg Pacitan,AU,32543944,Male,81255026097,Jmg Pacitan,,
733,Sabian Reza,"Senopati Archery , Sukoharjo",AU,32543945,Male,81255026098,"Senopati Archery , Sukoharjo",,
734,Yitno,Pashupatastra Magetan,AU,32543946,Male,81255026099,Pashupatastra Magetan,,
735,Haris Demang,"Cungkuk, Jogja ",AU,32543947,Male,81255026100,"Cungkuk, Jogja ",,
736,Jono,Satria Djowitan Yogyakarta,AU,32543948,Male,81255026101,Satria Djowitan Yogyakarta,,
737,Purwadi,Pakasto Klaten,AU,32543949,Male,81255026102,Pakasto Klaten,,
738,David Andi,"Joyo Pangrawit , Wonogiri",AU,32543950,Male,81255026103,"Joyo Pangrawit , Wonogiri",,
739,Lazuardi Bakhitsbari,"Loh Jinawi, Jogja ",AU,32543951,Male,81255026104,"Loh Jinawi, Jogja ",,
740,Budi,"Sambernyowo, Wonogiri ",AU,32543952,Male,81255026105,"Sambernyowo, Wonogiri ",,
741,Andr,"Kali Yuga, Diy",AU,32543953,Male,81255026106,"Kali Yuga, Diy",,
742,Chitmatul Huda,"Patria, Blitar",AU,32543954,Male,81255026107,"Patria, Blitar",,
743,Faizal Makhrus,"Pringgama,  Yogyakarta",AU,32543955,Male,81255026108,"Pringgama,  Yogyakarta",,
744,Nando,"Pringgama,  Yogyakarta",AV,32543956,Male,81255026109,"Pringgama,  Yogyakarta",,
745,Wahyu Nugroho,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AV,32543957,Male,81255026110,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,,
746,Reang Sugiono,Jmg Pacitan,AV,32543958,Male,81255026111,Jmg Pacitan,,
747,Warni,Pashupatastra Magetan,AV,32543959,Male,81255026112,Pashupatastra Magetan,,
748,Otonk,Gading Archery. Klaten,AV,32543960,Male,81255026113,Gading Archery. Klaten,,
749,Ahdi Kurniawan,Aji Tsura Sidorejo,AV,32543961,Male,81255026114,Aji Tsura Sidorejo,,
750,Iqbal Saqu,"Cungkuk, Jogja ",AV,32543962,Male,81255026115,"Cungkuk, Jogja ",,
751,Guntur,Pakasto Klaten,AV,32543963,Male,81255026116,Pakasto Klaten,,
752,Wardiyoko,"Joyo Pangrawit , Wonogiri",AV,32543964,Male,81255026117,"Joyo Pangrawit , Wonogiri",,
753,Sunartana,"Loh Jinawi, Jogja ",AV,32543965,Male,81255026118,"Loh Jinawi, Jogja ",,
754,Doso,"Sambernyowo, Wonogiri ",AV,32543966,Male,81255026119,"Sambernyowo, Wonogiri ",,
755,Riyadi Sujianto,"Sipas Sriwedari, Solo",AV,32543967,Male,81255026120,"Sipas Sriwedari, Solo",,
756,Kistadi,"Trajumas , Kulonprogo",AV,32543968,Male,81255026121,"Trajumas , Kulonprogo",,
757,Muhardi Aldi,"Waladun Sholihun, Gunung Kidul",AV,32543969,Male,81255026122,"Waladun Sholihun, Gunung Kidul",,
758,Paryanto,"Yaaqowiyyu,  Klaten",AV,32543970,Male,81255026123,"Yaaqowiyyu,  Klaten",,
759,Supandi,"Surogeni, Jogja",AV,32543971,Male,81255026124,"Surogeni, Jogja",,
760,Fx Edy Prajoko,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AW,32543972,Male,81255026125,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,,
761,Samsu R,Pashupatastra Magetan,AW,32543973,Male,81255026126,Pashupatastra Magetan,,
762,Purwanto,Aji Tsura Sidorejo,AW,32543974,Male,81255026127,Aji Tsura Sidorejo,,
763,Cripink Widianto,Gading Archery. Klaten,AW,32543975,Male,81255026128,Gading Archery. Klaten,,
764,Tonang Juniarta,Jemparingan Lareangon  Klaten ,AW,32543976,Male,81255026129,Jemparingan Lareangon  Klaten ,,
765,Joko Tingkir,"Cungkuk, Jogja ",AW,32543977,Male,81255026130,"Cungkuk, Jogja ",,
766,Firman Hamidi,"Loh Jinawi, Jogja ",AW,32543978,Male,81255026131,"Loh Jinawi, Jogja ",,
767,Abdurrahman,"Sambernyowo, Wonogiri ",AW,32543979,Male,81255026132,"Sambernyowo, Wonogiri ",,
768,S Hanindyo Putra,"Sipas Sriwedari, Solo",AW,32543980,Male,81255026133,"Sipas Sriwedari, Solo",,
769,Kang Yono,"Trajumas , Kulonprogo",AW,32543981,Male,81255026134,"Trajumas , Kulonprogo",,
770,Hermawan,Satria Djowitan Yogyakarta,AW,32543982,Male,81255026135,Satria Djowitan Yogyakarta,,
771,Arya Putra,"Jemparingan Prambanan,  Jogja",AW,32543983,Male,81255026136,"Jemparingan Prambanan,  Jogja",,
772,Hermawan Winarto,"Jtmg, Temanggung",AW,32543984,Male,81255026137,"Jtmg, Temanggung",,
773,Hidayat,Perpani Jogja,AW,32543985,Male,81255026138,Perpani Jogja,,
774,Muhammad Nafi,"Estoe Midjil, Jogja ",AW,32543986,Male,81255026139,"Estoe Midjil, Jogja ",,
775,Herlan,Pakasto Klaten,AW,32543987,Male,81255026140,Pakasto Klaten,,
776,Jaler,Pakasto Klaten,AX,32543988,Male,81255026141,Pakasto Klaten,,
777,Teguh,Pashupatastra Magetan,AX,32543989,Male,81255026142,Pashupatastra Magetan,,
778,Antok,Gading Archery. Klaten,AX,32543990,Male,81255026143,Gading Archery. Klaten,,
779,Tri Yunianto,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AX,32543991,Male,81255026144,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,,
780,Nurdiyanto,Pajero Klaten,AX,32543992,Male,81255026145,Pajero Klaten,,
781,Ridho,"Sambernyowo, Wonogiri ",AX,32543993,Male,81255026146,"Sambernyowo, Wonogiri ",,
782,Widi Hartono,"Pagerwojo, Jogja ",AX,32543994,Male,81255026147,"Pagerwojo, Jogja ",,
783,Abdul Rozaq,"Sipas Sriwedari, Solo",AX,32543995,Male,81255026148,"Sipas Sriwedari, Solo",,
784,Damar,"Trajumas , Kulonprogo",AX,32543996,Male,81255026149,"Trajumas , Kulonprogo",,
785,Joko Lelono,Perpani Jogja,AX,32543997,Male,81255026150,Perpani Jogja,,
786,Peristio Budi Tjahjono,Perpatri Nusantara Jaya Kab. Kediri,AX,32543998,Male,81255026151,Perpatri Nusantara Jaya Kab. Kediri,,
787,Arbani,"Joyo Pangrawit , Wonogiri",AX,32543999,Male,81255026152,"Joyo Pangrawit , Wonogiri",,
788,Lanjar Fitriadi,Jemparingan Lareangon  Klaten ,AX,32544000,Male,81255026153,Jemparingan Lareangon  Klaten ,,
789,Gandewa Barack Ramadhana,"Jemparingan Prambanan,  Jogja",AX,32544001,Male,81255026154,"Jemparingan Prambanan,  Jogja",,
790,Taufik Hidayat,"Loh Jinawi, Jogja ",AX,32544002,Male,81255026155,"Loh Jinawi, Jogja ",,
791,Fathuz,"Loh Jinawi, Jogja ",AY,32544003,Male,81255026156,"Loh Jinawi, Jogja ",,
792,Aryanto,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,AY,32544004,Male,81255026157,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,,
793,Sugeng,Pashupatastra Magetan,AY,32544005,Male,81255026158,Pashupatastra Magetan,,
794,Wiyono Agung,Gading Archery. Klaten,AY,32544006,Male,81255026159,Gading Archery. Klaten,,
795,Erwin,"Jatra, Jogja",AY,32544007,Male,81255026160,"Jatra, Jogja",,
796,Yosi Bayun Mutaqin,"Surya Putra Jemparing, Jogja ",AY,32544008,Male,81255026161,"Surya Putra Jemparing, Jogja ",,
797,Dwi Cahyo Saputro,"Sipas Sriwedari, Solo",AY,32544009,Male,81255026162,"Sipas Sriwedari, Solo",,
798,Qiyas,"Trajumas , Kulonprogo",AY,32544010,Male,81255026163,"Trajumas , Kulonprogo",,
799,Riyanto,Jemparingan Lareangon  Klaten ,AY,32544011,Male,81255026164,Jemparingan Lareangon  Klaten ,,
800,Muhammad Naafi Ramdhani,"Jemparingan Prambanan,  Jogja",AY,32544012,Male,81255026165,"Jemparingan Prambanan,  Jogja",,
801,Sabam Parsaroan Hutagalung,Perpani Jogja,AY,32544013,Male,81255026166,Perpani Jogja,,
802,Fardan,"Sambernyowo, Wonogiri ",AY,32544014,Male,81255026167,"Sambernyowo, Wonogiri ",,
803,Hendra S Leksana,Perpatri Sidoarjo,AY,32544015,Male,81255026168,Perpatri Sidoarjo,,
804,Kang Bayu,Tangger Jemparingan,AY,32544016,Male,81255026169,Tangger Jemparingan,,
805,Sugiyarto,Wonopati,AY,32544017,Male,81255026170,Wonopati,,
806,Kunto,"Sambernyowo, Wonogiri ",AZ,32544018,Male,81255026171,"Sambernyowo, Wonogiri ",,
807,Karyana,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,AZ,32544019,Male,81255026172,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,,
808,Ribut,Pashupatastra Magetan,AZ,32544020,Male,81255026173,Pashupatastra Magetan,,
809,Titri,Gading Archery. Klaten,AZ,32544021,Male,81255026174,Gading Archery. Klaten,,
810,Pardiman,Jemparingan Lareangon  Klaten ,AZ,32544022,Male,81255026175,Jemparingan Lareangon  Klaten ,,
811,W K Wibowo,"Sipas Sriwedari, Solo",AZ,32544023,Male,81255026176,"Sipas Sriwedari, Solo",,
812,Sugeng Ashari K,"Wedhi Ayu, Banyumas",AZ,32544024,Male,81255026177,"Wedhi Ayu, Banyumas",,
813,Agung Istu,"Jemparingan Prambanan,  Jogja",AZ,32544025,Male,81255026178,"Jemparingan Prambanan,  Jogja",,
814,Nedi Parmanto,Perpani Jogja,AZ,32544026,Male,81255026179,Perpani Jogja,,
815,Muljono,Pesantenan Pati,AZ,32544027,Male,81255026180,Pesantenan Pati,,
816,M Rusli,Perpatri Sidoarjo,AZ,32544028,Male,81255026181,Perpatri Sidoarjo,,
817,Ahmad Yanuanto,"Pasopati,  Pasuruan",AZ,32544029,Male,81255026182,"Pasopati,  Pasuruan",,
818,Arif Suntoro,Tangger Jemparingan,AZ,32544030,Male,81255026183,Tangger Jemparingan,,
819,A'An Widyantoko,Wonopati,AZ,32544031,Male,81255026184,Wonopati,,
820,Wasir Widodo,"Trajumas , Kulonprogo",AZ,32544032,Male,81255026185,"Trajumas , Kulonprogo",,
821,Sarwiji,"Trajumas , Kulonprogo",BA,32544033,Male,81255026186,"Trajumas , Kulonprogo",,
822,Supriyadi,"Wedhi Ayu, Banyumas",BA,32544034,Male,81255026187,"Wedhi Ayu, Banyumas",,
823,Parjiman,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,BA,32544035,Male,81255026188,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,,
824,Pendik,Pashupatastra Magetan,BA,32544036,Male,81255026189,Pashupatastra Magetan,,
825,Winarno,Gading Archery. Klaten,BA,32544037,Male,81255026190,Gading Archery. Klaten,,
826,Ananda Dyaksanala Rasendriya,"Jemparingan Prambanan,  Jogja",BA,32544038,Male,81255026191,"Jemparingan Prambanan,  Jogja",,
827,Machrudi,Perpani Jogja,BA,32544039,Male,81255026192,Perpani Jogja,,
828,Sukirman,Perpatri Sidoarjo,BA,32544040,Male,81255026193,Perpatri Sidoarjo,,
829,Sukarno,Jemparingan Lareangon  Klaten ,BA,32544041,Male,81255026194,Jemparingan Lareangon  Klaten ,,
830,Mulia Wirawan,Tangger Jemparingan,BA,32544042,Male,81255026195,Tangger Jemparingan,,
831,Waspodo,Wonopati,BA,32544043,Male,81255026196,Wonopati,,
832,Budiarto,"Sambisena, Yogyakarta",BA,32544044,Male,81255026197,"Sambisena, Yogyakarta",,
833,Andri,"Kridho Senopati,  Klaten",BA,32544045,Male,81255026198,"Kridho Senopati,  Klaten",,
834,Sarijan,"Tirto Kembaran, Jogja",BA,32544046,Male,81255026199,"Tirto Kembaran, Jogja",,
835,Fariz Raihan,"Dwijodiningrat, Bantul",BA,32544047,Male,81255026200,"Dwijodiningrat, Bantul",,
836,Yusuf Dzaky Setiawan,Jemparingan Lareangon  Klaten ,BB,32544048,Male,81255026201,Jemparingan Lareangon  Klaten ,,
837,Ananda Javas Aryasatya,"Jemparingan Prambanan,  Jogja",BB,32544049,Male,81255026202,"Jemparingan Prambanan,  Jogja",,
838,Daniel Sagala,Paseduluran Gondewa Salakanagara,BB,32544050,Male,81255026203,Paseduluran Gondewa Salakanagara,,
839,Heri Sulistyawan,Perpani Jogja,BB,32544051,Male,81255026204,Perpani Jogja,,
840,Moh Nadhif Khusaini,Perpatri Sidoarjo,BB,32544052,Male,81255026205,Perpatri Sidoarjo,,
841,Didin Kamsudin,Jemparingan Cirebon,BB,32544053,Male,81255026206,Jemparingan Cirebon,,
842,Saryono,Royal Brongto Yogyakarta,BB,32544054,Male,81255026207,Royal Brongto Yogyakarta,,
843,Rubiyo,"Rospring, Sukoharjo",BB,32544055,Male,81255026208,"Rospring, Sukoharjo",,
844,Sahid Nugroho,"Dwijodiningrat, Bantul",BB,32544056,Male,81255026209,"Dwijodiningrat, Bantul",,
845,Wiyono As,"Pametri Projo, Gunungkidul",BB,32544057,Male,81255026210,"Pametri Projo, Gunungkidul",,
846,Nurul Mashudin,Bca Surabaya,BB,32544058,Male,81255026211,Bca Surabaya,,
847,Purnawan Widodo,"Alap - Alap Slarong , Yogyakata",BB,32544059,Male,81255026212,"Alap - Alap Slarong , Yogyakata",,
848,Dimas Hargojati,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,BB,32544060,Male,81255026213,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,,
849,Kuntjoro,"Sipas Sriwedari, Solo",BB,32544061,Male,81255026214,"Sipas Sriwedari, Solo",,
850,Hery,Gading Archery. Klaten,BB,32544062,Male,81255026215,Gading Archery. Klaten,,
851,Rasyidin,Perpatri Sidoarjo,BC,32544063,Male,81255026216,Perpatri Sidoarjo,,
852,Wahyu Ari,Bodronoyo Jogja,BC,32544064,Male,81255026217,Bodronoyo Jogja,,
853,Fajar Alimana,Jemparingan Cirebon,BC,32544065,Male,81255026218,Jemparingan Cirebon,,
854,Yohanes,Pajero Klaten,BC,32544066,Male,81255026219,Pajero Klaten,,
855,Darmanto,"Mangesti, Sleman",BC,32544067,Male,81255026220,"Mangesti, Sleman",,
856,Asnawi,"Surya Bhirawa, Klaten",BC,32544068,Male,81255026221,"Surya Bhirawa, Klaten",,
857,Leo Wisnu,Royal Brongto Yogyakarta,BC,32544069,Male,81255026222,Royal Brongto Yogyakarta,,
858,Bayu Bk,"Gajah Kemuning, Bantul",BC,32544070,Male,81255026223,"Gajah Kemuning, Bantul",,
859,Mahfut,"Rospring, Sukoharjo",BC,32544071,Male,81255026224,"Rospring, Sukoharjo",,
860,Habibie,"Giri Mandala ,  Wonogiri",BC,32544072,Male,81255026225,"Giri Mandala ,  Wonogiri",,
861,Kikis Rizkian S,"L P G, Surabaya",BC,32544073,Male,81255026226,"L P G, Surabaya",,
862,Muhammad Al Murajab,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,BC,32544074,Male,81255026227,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,,
863,Ilyam,"Gajah Kemuning, Bantul",BC,32544075,Male,81255026228,"Gajah Kemuning, Bantul",,
864,Bima Dewanta Fadhlurrahman,Tangger Jemparingan,BC,32544076,Male,81255026229,Tangger Jemparingan,,
865,Bony Andrian,Ulin Sijimat Perpatri Kota Bandung,BC,32544077,Male,81255026230,Ulin Sijimat Perpatri Kota Bandung,,
866,Djati Saptowibowo W,"Wiratama
",BD,32544078,Male,81255026231,"Wiratama
",,
867,Edy Cahyono,Wonopati,BD,32544079,Male,81255026232,Wonopati,,
868,Asep Nungro S,Manunggal Jati Yogyakarta,BD,32544080,Male,81255026233,Manunggal Jati Yogyakarta,,
869,W Kurnia Antoni," Walet Basura, Jawa Barat",BD,32544081,Male,81255026234," Walet Basura, Jawa Barat",,
870,Fuat Nurrohman,"Wedhi Ayu, Banyumas",BD,32544082,Male,81255026235,"Wedhi Ayu, Banyumas",,
871,Suparjo,"Sambisena, Yogyakarta",BD,32544083,Male,81255026236,"Sambisena, Yogyakarta",,
872,Rendi Dimas S,Jemparingan Lareangon  Klaten ,BD,32544084,Male,81255026237,Jemparingan Lareangon  Klaten ,,
873,Satria Arif Jatmiko,"Sipas Sriwedari, Solo",BD,32544085,Male,81255026238,"Sipas Sriwedari, Solo",,
874,Suwaryono,"Wedhi Ayu, Banyumas",BD,32544086,Male,81255026239,"Wedhi Ayu, Banyumas",,
875,Heri Kusdarmaji,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,BD,32544087,Male,81255026240,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,,
876,Anas,Gading Archery. Klaten,BD,32544088,Male,81255026241,Gading Archery. Klaten,,
877,Rozi Ismail,Saranghaeyo Archery Yogyakarta,BD,32544089,Male,81255026242,Saranghaeyo Archery Yogyakarta,,
878,Arif,Pajero Klaten,BD,32544090,Male,81255026243,Pajero Klaten,,
879,Sukatno,"Surya Bhirawa, Klaten",BD,32544091,Male,81255026244,"Surya Bhirawa, Klaten",,
880,Aris Ariadi,"Mangesti, Sleman",BD,32544092,Male,81255026245,"Mangesti, Sleman",,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
