number_participant,name,club,nik,gender,phone,address,target_Name,
616,Edi,"Kanjeng Ngeksigondo, Jogja",32543828,Male,63594289833,"Kanjeng Ngeksigondo, Jogja",Target AQ,
617,Soeprijatno,"Sambisena, Yogyakarta",32543829,Male,63720105563,"Sambisena, Yogyakarta",Target AQ,
618,Dwi Jalak,"Kalimosodo, Klaten",32543830,Male,63845921293,"Kalimosodo, Klaten",Target AQ,
619,Prasetya Budi Santoso,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,32543831,Male,63971737023,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,Target AQ,
620,Tulus Hidayat,Jmg Pacitan,32543832,Male,64097552753,Jmg Pacitan,Target AQ,
621,Angga,"Jaluwasi,  Jogja",32543833,Male,64223368483,"Jaluwasi,  Jogja",Target AQ,
622,Abdullah,"Jkobar, Surakarta",32543834,Male,64349184213,"Jkobar, Surakarta",Target AQ,
623,Ilvan Rio Aryandi,"Adiwinoto,  Yogyakarta",32543835,Male,64474999943,"Adiwinoto,  Yogyakarta",Target AQ,
624,Zhajit,Pashupatastra Magetan,32543836,Male,64600815673,Pashupatastra Magetan,Target AQ,
625,Usman,Gading Archery. Klaten,32543837,Male,64726631403,Gading Archery. Klaten,Target AQ,
626,Haryanta,"Pringgama,  Yogyakarta",32543838,Male,64852447133,"Pringgama,  Yogyakarta",Target AQ,
627,Sofyan Mustofa,"Yaaqowiyyu,  Klaten",32543839,Male,64978262863,"Yaaqowiyyu,  Klaten",Target AQ,
628,Nanang Susetyo Hanasworo,"Waladun Sholihun, Gunung Kidul",32543840,Male,65104078593,"Waladun Sholihun, Gunung Kidul",Target AQ,
629,Komar,"Cungkuk, Jogja ",32543841,Male,65229894323,"Cungkuk, Jogja ",Target AQ,
630,Catur,"Senopati Archery , Sukoharjo",32543842,Male,65355710053,"Senopati Archery , Sukoharjo",Target AR,
631,Aris Sutarto,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,32543843,Male,65481525783,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,Target AR,
632,Sutigno,Jmg Pacitan,32543844,Male,65607341513,Jmg Pacitan,Target AR,
633,Kadi,"Jaluwasi,  Jogja",32543845,Male,65733157243,"Jaluwasi,  Jogja",Target AR,
634,Ahmad Colil,"Jkobar, Surakarta",32543846,Male,65858972973,"Jkobar, Surakarta",Target AR,
635,Rustamaji,Pashupatastra Magetan,32543847,Male,65984788703,Pashupatastra Magetan,Target AR,
636,Ayah,Gading Archery. Klaten,32543848,Male,66110604433,Gading Archery. Klaten,Target AR,
637,Danang,"Jamasi, Bantul",32543849,Male,66236420163,"Jamasi, Bantul",Target AR,
638,Yosi Bayumurti,"Pringgama,  Yogyakarta",32543850,Male,66362235893,"Pringgama,  Yogyakarta",Target AR,
639,Herbudi Desaryanto,Perpatri Nusantara Jaya - Jogja,32543851,Male,66488051623,Perpatri Nusantara Jaya - Jogja,Target AR,
640,Riyadi,"Yaaqowiyyu,  Klaten",32543852,Male,66613867353,"Yaaqowiyyu,  Klaten",Target AR,
641,Eko Jiwo,"Cungkuk, Jogja ",32543853,Male,66739683083,"Cungkuk, Jogja ",Target AR,
642,Martin,Satria Djowitan Yogyakarta,32543854,Male,66865498813,Satria Djowitan Yogyakarta,Target AR,
643,Ardiyan Adhi Prabowo,"Jtmg, Temanggung",32543855,Male,66991314543,"Jtmg, Temanggung",Target AR,
644,Hendro Budiarto,"Estoe Midjil, Jogja ",32543856,Male,67117130273,"Estoe Midjil, Jogja ",Target AR,
645,Holeh,Gading Archery. Klaten,32543857,Male,67242946003,Gading Archery. Klaten,Target AS,
646,Bagus Ananda,"Marto, Jogja",32543858,Male,67368761733,"Marto, Jogja",Target AS,
647,Seno,"Jaluwasi,  Jogja",32543859,Male,67494577463,"Jaluwasi,  Jogja",Target AS,
648,Sarwono,"Senopati Archery , Sukoharjo",32543860,Male,67620393193,"Senopati Archery , Sukoharjo",Target AS,
649,Arief,"Al Jawi, Wonogiri",32543861,Male,67746208923,"Al Jawi, Wonogiri",Target AS,
650,Samsul Arifin,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,32543862,Male,67872024653,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,Target AS,
651,Slamet Widodo,"Senopati Archery , Sukoharjo",32543863,Male,67997840383,"Senopati Archery , Sukoharjo",Target AS,
652,Chandra Bagus,Jmg Pacitan,32543864,Male,68123656113,Jmg Pacitan,Target AS,
653,Muslih,Pakasto Klaten,32543865,Male,68249471843,Pakasto Klaten,Target AS,
654,Suparno,"Pagerwojo, Jogja ",32543866,Male,68375287573,"Pagerwojo, Jogja ",Target AS,
655,Tedy,Pashupatastra Magetan,32543867,Male,68501103303,Pashupatastra Magetan,Target AS,
656,Slamet Widodo,"Yaaqowiyyu,  Klaten",32543868,Male,68626919033,"Yaaqowiyyu,  Klaten",Target AS,
657,Wuryadi,"Cungkuk, Jogja ",32543869,Male,68752734763,"Cungkuk, Jogja ",Target AS,
658,Kristadi,Satria Djowitan Yogyakarta,32543870,Male,68878550493,Satria Djowitan Yogyakarta,Target AS,
659,Imam Marjuki,"Joyo Pangrawit , Wonogiri",32543871,Male,69004366223,"Joyo Pangrawit , Wonogiri",Target AS,
660,Wito,Pashupatastra Magetan,32543872,Male,69130181953,Pashupatastra Magetan,Target AT,
661,Bang Kembang,"Senopati Archery , Sukoharjo",32543873,Male,69255997683,"Senopati Archery , Sukoharjo",Target AT,
662,Syiwandana Basukiyana,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,32543874,Male,69381813413,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,Target AT,
663,Hendik,Jmg Pacitan,32543875,Male,69507629143,Jmg Pacitan,Target AT,
664,Banteng Purwanto,"Pametri Projo, Gunungkidul",32543876,Male,69633444873,"Pametri Projo, Gunungkidul",Target AT,
665,Dibya,Pakasto Klaten,32543877,Male,69759260603,Pakasto Klaten,Target AT,
666,Aditya,"Cungkuk, Jogja ",32543878,Male,69885076333,"Cungkuk, Jogja ",Target AT,
667,Suhartoyo,"Batara Archery, Jogja",32543879,Male,70010892063,"Batara Archery, Jogja",Target AT,
668,Gunadhi,"Joyo Pangrawit , Wonogiri",32543880,Male,70136707793,"Joyo Pangrawit , Wonogiri",Target AT,
669,Tri Yes,"Loh Jinawi, Jogja ",32543881,Male,70262523523,"Loh Jinawi, Jogja ",Target AT,
670,Iwan,"Sambernyowo, Wonogiri ",32543882,Male,70388339253,"Sambernyowo, Wonogiri ",Target AT,
671,Dika Anggit Pratama,"Sipas Sriwedari, Solo",32543883,Male,70514154983,"Sipas Sriwedari, Solo",Target AT,
672,Khoiron Hadi,"Pasopati,  Pasuruan",32543884,Male,70639970713,"Pasopati,  Pasuruan",Target AT,
673,Topa,"Trajumas , Kulonprogo",32543885,Male,70765786443,"Trajumas , Kulonprogo",Target AT,
674,Ridwan,Gading Archery. Klaten,32543886,Male,70891602172,Gading Archery. Klaten,Target AT,
675,Fargun,Gading Archery. Klaten,32543887,Male,71017417902,Gading Archery. Klaten,Target AU,
676,Bambang,"Sambernyowo, Wonogiri ",32543888,Male,71143233632,"Sambernyowo, Wonogiri ",Target AU,
677,Nurul Slamet Awaludin,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,32543889,Male,71269049362,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,Target AU,
678,Anis,Jmg Pacitan,32543890,Male,71394865092,Jmg Pacitan,Target AU,
679,Sabian Reza,"Senopati Archery , Sukoharjo",32543891,Male,71520680822,"Senopati Archery , Sukoharjo",Target AU,
680,Yitno,Pashupatastra Magetan,32543892,Male,71646496552,Pashupatastra Magetan,Target AU,
681,Haris Demang,"Cungkuk, Jogja ",32543893,Male,71772312282,"Cungkuk, Jogja ",Target AU,
682,Jono,Satria Djowitan Yogyakarta,32543894,Male,71898128012,Satria Djowitan Yogyakarta,Target AU,
683,Purwadi,Pakasto Klaten,32543895,Male,72023943742,Pakasto Klaten,Target AU,
684,David Andi,"Joyo Pangrawit , Wonogiri",32543896,Male,72149759472,"Joyo Pangrawit , Wonogiri",Target AU,
685,Lazuardi Bakhitsbari,"Loh Jinawi, Jogja ",32543897,Male,72275575202,"Loh Jinawi, Jogja ",Target AU,
686,Budi,"Sambernyowo, Wonogiri ",32543898,Male,72401390932,"Sambernyowo, Wonogiri ",Target AU,
687,Andr,"Kali Yuga, Diy",32543899,Male,72527206662,"Kali Yuga, Diy",Target AU,
688,Chitmatul Huda,"Patria, Blitar",32543900,Male,72653022392,"Patria, Blitar",Target AU,
689,Faizal Makhrus,"Pringgama,  Yogyakarta",32543901,Male,72778838122,"Pringgama,  Yogyakarta",Target AU,
690,Nando,"Pringgama,  Yogyakarta",32543902,Male,72904653852,"Pringgama,  Yogyakarta",Target AV,
691,Wahyu Nugroho,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,32543903,Male,73030469582,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,Target AV,
692,Reang Sugiono,Jmg Pacitan,32543904,Male,73156285312,Jmg Pacitan,Target AV,
693,Warni,Pashupatastra Magetan,32543905,Male,73282101042,Pashupatastra Magetan,Target AV,
694,Otonk,Gading Archery. Klaten,32543906,Male,73407916772,Gading Archery. Klaten,Target AV,
695,Iqbal Saqu,"Cungkuk, Jogja ",32543907,Male,73533732502,"Cungkuk, Jogja ",Target AV,
696,Guntur,Pakasto Klaten,32543908,Male,73659548232,Pakasto Klaten,Target AV,
697,Wardiyoko,"Joyo Pangrawit , Wonogiri",32543909,Male,73785363962,"Joyo Pangrawit , Wonogiri",Target AV,
698,Sunartana,"Loh Jinawi, Jogja ",32543910,Male,73911179692,"Loh Jinawi, Jogja ",Target AV,
699,Doso,"Sambernyowo, Wonogiri ",32543911,Male,74036995422,"Sambernyowo, Wonogiri ",Target AV,
700,Riyadi Sujianto,"Sipas Sriwedari, Solo",32543912,Male,74162811152,"Sipas Sriwedari, Solo",Target AV,
701,Kistadi,"Trajumas , Kulonprogo",32543913,Male,74288626882,"Trajumas , Kulonprogo",Target AV,
702,Muhardi Aldi,"Waladun Sholihun, Gunung Kidul",32543914,Male,74414442612,"Waladun Sholihun, Gunung Kidul",Target AV,
703,Paryanto,"Yaaqowiyyu,  Klaten",32543915,Male,74540258342,"Yaaqowiyyu,  Klaten",Target AV,
704,Supandi,"Surogeni, Jogja",32543916,Male,74666074072,"Surogeni, Jogja",Target AV,
705,Fx Edy Prajoko,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,32543917,Male,74791889802,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,Target AW,
706,Samsu R,Pashupatastra Magetan,32543918,Male,74917705532,Pashupatastra Magetan,Target AW,
707,Cripink Widianto,Gading Archery. Klaten,32543919,Male,75043521262,Gading Archery. Klaten,Target AW,
708,Tonang Juniarta,Jemparingan Lareangon  Klaten ,32543920,Male,75169336992,Jemparingan Lareangon  Klaten ,Target AW,
709,Joko Tingkir,"Cungkuk, Jogja ",32543921,Male,75295152722,"Cungkuk, Jogja ",Target AW,
710,Firman Hamidi,"Loh Jinawi, Jogja ",32543922,Male,75420968452,"Loh Jinawi, Jogja ",Target AW,
711,Abdurrahman,"Sambernyowo, Wonogiri ",32543923,Male,75546784182,"Sambernyowo, Wonogiri ",Target AW,
712,S Hanindyo Putra,"Sipas Sriwedari, Solo",32543924,Male,75672599912,"Sipas Sriwedari, Solo",Target AW,
713,Kang Yono,"Trajumas , Kulonprogo",32543925,Male,75798415642,"Trajumas , Kulonprogo",Target AW,
714,Hermawan,Satria Djowitan Yogyakarta,32543926,Male,75924231372,Satria Djowitan Yogyakarta,Target AW,
715,Arya Putra,"Jemparingan Prambanan,  Jogja",32543927,Male,76050047102,"Jemparingan Prambanan,  Jogja",Target AW,
716,Hermawan Winarto,"Jtmg, Temanggung",32543928,Male,76175862832,"Jtmg, Temanggung",Target AW,
717,Hidayat,Perpani Jogja,32543929,Male,76301678562,Perpani Jogja,Target AW,
718,Muhammad Nafi,"Estoe Midjil, Jogja ",32543930,Male,76427494292,"Estoe Midjil, Jogja ",Target AW,
719,Herlan,Pakasto Klaten,32543931,Male,76553310022,Pakasto Klaten,Target AW,
720,Jaler,Pakasto Klaten,32543932,Male,76679125752,Pakasto Klaten,Target AX,
721,Teguh,Pashupatastra Magetan,32543933,Male,76804941482,Pashupatastra Magetan,Target AX,
722,Antok,Gading Archery. Klaten,32543934,Male,76930757212,Gading Archery. Klaten,Target AX,
723,Tri Yunianto,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,32543935,Male,77056572942,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,Target AX,
724,Nurdiyanto,Pajero Klaten,32543936,Male,77182388672,Pajero Klaten,Target AX,
725,Ridho,"Sambernyowo, Wonogiri ",32543937,Male,77308204402,"Sambernyowo, Wonogiri ",Target AX,
726,Widi Hartono,"Pagerwojo, Jogja ",32543938,Male,77434020132,"Pagerwojo, Jogja ",Target AX,
727,Abdul Rozaq,"Sipas Sriwedari, Solo",32543939,Male,77559835862,"Sipas Sriwedari, Solo",Target AX,
728,Damar,"Trajumas , Kulonprogo",32543940,Male,77685651592,"Trajumas , Kulonprogo",Target AX,
729,Joko Lelono,Perpani Jogja,32543941,Male,77811467322,Perpani Jogja,Target AX,
730,Peristio Budi Tjahjono,Perpatri Nusantara Jaya Kab. Kediri,32543942,Male,77937283052,Perpatri Nusantara Jaya Kab. Kediri,Target AX,
731,Arbani,"Joyo Pangrawit , Wonogiri",32543943,Male,78063098782,"Joyo Pangrawit , Wonogiri",Target AX,
732,Lanjar Fitriadi,Jemparingan Lareangon  Klaten ,32543944,Male,78188914512,Jemparingan Lareangon  Klaten ,Target AX,
733,Gandewa Barack Ramadhana,"Jemparingan Prambanan,  Jogja",32543945,Male,78314730242,"Jemparingan Prambanan,  Jogja",Target AX,
734,Taufik Hidayat,"Loh Jinawi, Jogja ",32543946,Male,78440545972,"Loh Jinawi, Jogja ",Target AX,
735,Fathuz,"Loh Jinawi, Jogja ",32543947,Male,78566361702,"Loh Jinawi, Jogja ",Target AY,
736,Aryanto,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,32543948,Male,78692177432,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,Target AY,
737,Sugeng,Pashupatastra Magetan,32543949,Male,78817993162,Pashupatastra Magetan,Target AY,
738,Wiyono Agung,Gading Archery. Klaten,32543950,Male,78943808892,Gading Archery. Klaten,Target AY,
739,Erwin,"Jatra, Jogja",32543951,Male,79069624622,"Jatra, Jogja",Target AY,
740,Yosi Bayun Mutaqin,"Surya Putra Jemparing, Jogja ",32543952,Male,79195440352,"Surya Putra Jemparing, Jogja ",Target AY,
741,Dwi Cahyo Saputro,"Sipas Sriwedari, Solo",32543953,Male,79321256082,"Sipas Sriwedari, Solo",Target AY,
742,Qiyas,"Trajumas , Kulonprogo",32543954,Male,79447071812,"Trajumas , Kulonprogo",Target AY,
743,Riyanto,Jemparingan Lareangon  Klaten ,32543955,Male,79572887542,Jemparingan Lareangon  Klaten ,Target AY,
744,Muhammad Naafi Ramdhani,"Jemparingan Prambanan,  Jogja",32543956,Male,79698703272,"Jemparingan Prambanan,  Jogja",Target AY,
745,Sabam Parsaroan Hutagalung,Perpani Jogja,32543957,Male,79824519002,Perpani Jogja,Target AY,
746,Fardan,"Sambernyowo, Wonogiri ",32543958,Male,79950334732,"Sambernyowo, Wonogiri ",Target AY,
747,Hendra S Leksana,Perpatri Sidoarjo,32543959,Male,80076150462,Perpatri Sidoarjo,Target AY,
748,Kang Bayu,Tangger Jemparingan,32543960,Male,80201966192,Tangger Jemparingan,Target AY,
749,Sugiyarto,Wonopati,32543961,Male,80327781922,Wonopati,Target AY,
750,Kunto,"Sambernyowo, Wonogiri ",32543962,Male,80453597652,"Sambernyowo, Wonogiri ",Target AZ,
751,Karyana,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,32543963,Male,80579413382,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,Target AZ,
752,Ribut,Pashupatastra Magetan,32543964,Male,80705229112,Pashupatastra Magetan,Target AZ,
753,Titri,Gading Archery. Klaten,32543965,Male,80831044842,Gading Archery. Klaten,Target AZ,
754,Pardiman,Jemparingan Lareangon  Klaten ,32543966,Male,80956860572,Jemparingan Lareangon  Klaten ,Target AZ,
755,W K Wibowo,"Sipas Sriwedari, Solo",32543967,Male,81082676302,"Sipas Sriwedari, Solo",Target AZ,
756,Sugeng Ashari K,"Wedhi Ayu, Banyumas",32543968,Male,81208492032,"Wedhi Ayu, Banyumas",Target AZ,
757,Agung Istu,"Jemparingan Prambanan,  Jogja",32543969,Male,81334307762,"Jemparingan Prambanan,  Jogja",Target AZ,
758,Nedi Parmanto,Perpani Jogja,32543970,Male,81460123492,Perpani Jogja,Target AZ,
759,Muljono,Pesantenan Pati,32543971,Male,81585939222,Pesantenan Pati,Target AZ,
760,M Rusli,Perpatri Sidoarjo,32543972,Male,81711754952,Perpatri Sidoarjo,Target AZ,
761,Ahmad Yanuanto,"Pasopati,  Pasuruan",32543973,Male,81837570682,"Pasopati,  Pasuruan",Target AZ,
762,Arif Suntoro,Tangger Jemparingan,32543974,Male,81963386412,Tangger Jemparingan,Target AZ,
763,A'An Widyantoko,Wonopati,32543975,Male,82089202142,Wonopati,Target AZ,
764,Wasir Widodo,"Trajumas , Kulonprogo",32543976,Male,82215017872,"Trajumas , Kulonprogo",Target AZ,
765,Sarwiji,"Trajumas , Kulonprogo",32543977,Male,82340833602,"Trajumas , Kulonprogo",Target BA,
766,Supriyadi,"Wedhi Ayu, Banyumas",32543978,Male,82466649332,"Wedhi Ayu, Banyumas",Target BA,
767,Parjiman,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,32543979,Male,82592465062,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,Target BA,
768,Pendik,Pashupatastra Magetan,32543980,Male,82718280792,Pashupatastra Magetan,Target BA,
769,Winarno,Gading Archery. Klaten,32543981,Male,82844096521,Gading Archery. Klaten,Target BA,
770,Ananda Dyaksanala Rasendriya,"Jemparingan Prambanan,  Jogja",32543982,Male,82969912251,"Jemparingan Prambanan,  Jogja",Target BA,
771,Machrudi,Perpani Jogja,32543983,Male,83095727981,Perpani Jogja,Target BA,
772,Sukirman,Perpatri Sidoarjo,32543984,Male,83221543711,Perpatri Sidoarjo,Target BA,
773,Sukarno,Jemparingan Lareangon  Klaten ,32543985,Male,83347359441,Jemparingan Lareangon  Klaten ,Target BA,
774,Mulia Wirawan,Tangger Jemparingan,32543986,Male,83473175171,Tangger Jemparingan,Target BA,
775,Waspodo,Wonopati,32543987,Male,83598990901,Wonopati,Target BA,
776,Budiarto,"Sambisena, Yogyakarta",32543988,Male,83724806631,"Sambisena, Yogyakarta",Target BA,
777,Andri,"Kridho Senopati,  Klaten",32543989,Male,83850622361,"Kridho Senopati,  Klaten",Target BA,
778,Sarijan,"Tirto Kembaran, Jogja",32543990,Male,83976438091,"Tirto Kembaran, Jogja",Target BA,
779,Fariz Raihan,"Dwijodiningrat, Bantul",32543991,Male,84102253821,"Dwijodiningrat, Bantul",Target BA,
780,Yusuf Dzaky Setiawan,Jemparingan Lareangon  Klaten ,32543992,Male,84228069551,Jemparingan Lareangon  Klaten ,Target BB,
781,Ananda Javas Aryasatya,"Jemparingan Prambanan,  Jogja",32543993,Male,84353885281,"Jemparingan Prambanan,  Jogja",Target BB,
782,Daniel Sagala,Paseduluran Gondewa Salakanagara,32543994,Male,84479701011,Paseduluran Gondewa Salakanagara,Target BB,
783,Heri Sulistyawan,Perpani Jogja,32543995,Male,84605516741,Perpani Jogja,Target BB,
784,Moh Nadhif Khusaini,Perpatri Sidoarjo,32543996,Male,84731332471,Perpatri Sidoarjo,Target BB,
785,Didin Kamsudin,Jemparingan Cirebon,32543997,Male,84857148201,Jemparingan Cirebon,Target BB,
786,Saryono,Royal Brongto Yogyakarta,32543998,Male,84982963931,Royal Brongto Yogyakarta,Target BB,
787,Rubiyo,"Rospring, Sukoharjo",32543999,Male,85108779661,"Rospring, Sukoharjo",Target BB,
788,Sahid Nugroho,"Dwijodiningrat, Bantul",32544000,Male,85234595391,"Dwijodiningrat, Bantul",Target BB,
789,Wiyono As,"Pametri Projo, Gunungkidul",32544001,Male,85360411121,"Pametri Projo, Gunungkidul",Target BB,
790,Nurul Mashudin,Bca Surabaya,32544002,Male,85486226851,Bca Surabaya,Target BB,
791,Purnawan Widodo,"Alap - Alap Slarong , Yogyakata",32544003,Male,85612042581,"Alap - Alap Slarong , Yogyakata",Target BB,
792,Dimas Hargojati,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,32544004,Male,85737858311,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,Target BB,
793,Kuntjoro,"Sipas Sriwedari, Solo",32544005,Male,85863674041,"Sipas Sriwedari, Solo",Target BB,
794,Hery,Gading Archery. Klaten,32544006,Male,85989489771,Gading Archery. Klaten,Target BB,
795,Rasyidin,Perpatri Sidoarjo,32544007,Male,86115305501,Perpatri Sidoarjo,Target BC,
796,Wahyu Ari,Bodronoyo Jogja,32544008,Male,86241121231,Bodronoyo Jogja,Target BC,
797,Fajar Alimana,Jemparingan Cirebon,32544009,Male,86366936961,Jemparingan Cirebon,Target BC,
798,Yohanes,Pajero Klaten,32544010,Male,86492752691,Pajero Klaten,Target BC,
799,Darmanto,"Mangesti, Sleman",32544011,Male,86618568421,"Mangesti, Sleman",Target BC,
800,Asnawi,"Surya Bhirawa, Klaten",32544012,Male,86744384151,"Surya Bhirawa, Klaten",Target BC,
801,Leo Wisnu,Royal Brongto Yogyakarta,32544013,Male,86870199881,Royal Brongto Yogyakarta,Target BC,
802,Bayu Bk,"Gajah Kemuning, Bantul",32544014,Male,86996015611,"Gajah Kemuning, Bantul",Target BC,
803,Mahfut,"Rospring, Sukoharjo",32544015,Male,87121831341,"Rospring, Sukoharjo",Target BC,
804,Habibie,"Giri Mandala ,  Wonogiri",32544016,Male,87247647071,"Giri Mandala ,  Wonogiri",Target BC,
805,Kikis Rizkian S,"L P G, Surabaya",32544017,Male,87373462801,"L P G, Surabaya",Target BC,
806,Muhammad Al Murajab,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,32544018,Male,87499278531,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,Target BC,
807,Ilyam,"Gajah Kemuning, Bantul",32544019,Male,87625094261,"Gajah Kemuning, Bantul",Target BC,
808,Bima Dewanta Fadhlurrahman,Tangger Jemparingan,32544020,Male,87750909991,Tangger Jemparingan,Target BC,
809,Bony Andrian,Ulin Sijimat Perpatri Kota Bandung,32544021,Male,87876725721,Ulin Sijimat Perpatri Kota Bandung,Target BC,
810,Djati Saptowibowo W,"Wiratama
",32544022,Male,88002541451,"Wiratama
",Target BD,
811,Edy Cahyono,Wonopati,32544023,Male,88128357181,Wonopati,Target BD,
812,Asep Nungro S,Manunggal Jati Yogyakarta,32544024,Male,88254172911,Manunggal Jati Yogyakarta,Target BD,
813,Jati,"Surogeni, Jogja",32544025,Male,88379988641,"Surogeni, Jogja",Target BD,
814,Fuat Nurrohman,"Wedhi Ayu, Banyumas",32544026,Male,88505804371,"Wedhi Ayu, Banyumas",Target BD,
815,Suparjo,"Sambisena, Yogyakarta",32544027,Male,88631620101,"Sambisena, Yogyakarta",Target BD,
816,Rendi Dimas S,Jemparingan Lareangon  Klaten ,32544028,Male,88757435831,Jemparingan Lareangon  Klaten ,Target BD,
817,Satria Arif Jatmiko,"Sipas Sriwedari, Solo",32544029,Male,88883251561,"Sipas Sriwedari, Solo",Target BD,
818,Suwaryono,"Wedhi Ayu, Banyumas",32544030,Male,89009067291,"Wedhi Ayu, Banyumas",Target BD,
819,Heri Kusdarmaji,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,32544031,Male,89134883021,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,Target BD,
820,Anas,Gading Archery. Klaten,32544032,Male,89260698751,Gading Archery. Klaten,Target BD,
821,Rozi Ismail,Saranghaeyo Archery Yogyakarta,32544033,Male,89386514481,Saranghaeyo Archery Yogyakarta,Target BD,
822,Arif,Pajero Klaten,32544034,Male,89512330211,Pajero Klaten,Target BD,
823,Sukatno,"Surya Bhirawa, Klaten",32544035,Male,89638145941,"Surya Bhirawa, Klaten",Target BD,
824,Aris Ariadi,"Mangesti, Sleman",32544036,Male,89763961671,"Mangesti, Sleman",Target BD,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
